MSG,8,1,1,A42B45,1,2026/05/11,00:36:26.169,2026/05/11,00:36:26.196,,,,,,,,,,,,0
MSG,8,1,1,ABD971,1,2026/05/11,00:36:26.202,2026/05/11,00:36:26.223,,,,,,,,,,,,0
MSG,8,1,1,ABD971,1,2026/05/11,00:36:26.213,2026/05/11,00:36:26.223,,,,,,,,,,,,0
MSG,8,1,1,ABD971,1,2026/05/11,00:36:26.233,2026/05/11,00:36:26.250,,,,,,,,,,,,0
MSG,8,1,1,AA7426,1,2026/05/11,00:36:26.233,2026/05/11,00:36:26.250,,,,,,,,,,,,0
MSG,8,1,1,AA7426,1,2026/05/11,00:36:26.247,2026/05/11,00:36:26.250,,,,,,,,,,,,0
MSG,8,1,1,AA7426,1,2026/05/11,00:36:26.257,2026/05/11,00:36:26.278,,,,,,,,,,,,0
MSG,8,1,1,AA7426,1,2026/05/11,00:36:26.276,2026/05/11,00:36:26.305,,,,,,,,,,,,0
MSG,7,1,1,AA7426,1,2026/05/11,00:36:26.285,2026/05/11,00:36:26.305,,35000,,,,,,,,,,
MSG,7,1,1,A42B45,1,2026/05/11,00:36:26.291,2026/05/11,00:36:26.305,,34050,,,,,,,,,,
MSG,3,1,1,A41144,1,2026/05/11,00:36:26.299,2026/05/11,00:36:26.305,,34025,,,41.637543,-81.353136,,,0,,0,0
MSG,8,1,1,A39EF2,1,2026/05/11,00:36:26.415,2026/05/11,00:36:26.442,,,,,,,,,,,,0
MSG,8,1,1,A41144,1,2026/05/11,00:36:26.432,2026/05/11,00:36:26.442,,,,,,,,,,,,0
MSG,5,1,1,AA7426,1,2026/05/11,00:36:26.438,2026/05/11,00:36:26.442,,35000,,,,,,,0,,0,
MSG,8,1,1,A1244B,1,2026/05/11,00:36:26.444,2026/05/11,00:36:26.469,,,,,,,,,,,,0
MSG,4,1,1,ABD971,1,2026/05/11,00:36:26.450,2026/05/11,00:36:26.469,,,323,246,,,1024,,,,,0
MSG,7,1,1,AA7426,1,2026/05/11,00:36:26.481,2026/05/11,00:36:26.496,,35000,,,,,,,,,,
MSG,7,1,1,AA7426,1,2026/05/11,00:36:26.494,2026/05/11,00:36:26.496,,35000,,,,,,,,,,
MSG,7,1,1,A41144,1,2026/05/11,00:36:26.535,2026/05/11,00:36:26.551,,34025,,,,,,,,,,
MSG,3,1,1,ABD971,1,2026/05/11,00:36:26.544,2026/05/11,00:36:26.551,,11375,,,41.454346,-82.016185,,,0,,0,0
MSG,7,1,1,AA7426,1,2026/05/11,00:36:26.555,2026/05/11,00:36:26.578,,35000,,,,,,,,,,
MSG,3,1,1,AA7426,1,2026/05/11,00:36:26.574,2026/05/11,00:36:26.578,,35000,,,41.622123,-82.092526,,,0,,0,0
MSG,8,1,1,A41144,1,2026/05/11,00:36:26.600,2026/05/11,00:36:26.606,,,,,,,,,,,,0
MSG,4,1,1,A42B45,1,2026/05/11,00:36:26.603,2026/05/11,00:36:26.606,,,363,303,,,0,,,,,0
MSG,7,1,1,A42B45,1,2026/05/11,00:36:26.607,2026/05/11,00:36:26.633,,34050,,,,,,,,,,
MSG,7,1,1,A42B45,1,2026/05/11,00:36:26.611,2026/05/11,00:36:26.633,,34050,,,,,,,,,,
MSG,3,1,1,A42B45,1,2026/05/11,00:36:26.673,2026/05/11,00:36:26.687,,34050,,,41.057258,-81.529853,,,0,,0,0
MSG,8,1,1,AA7426,1,2026/05/11,00:36:26.701,2026/05/11,00:36:26.715,,,,,,,,,,,,0
MSG,8,1,1,AA7426,1,2026/05/11,00:36:26.712,2026/05/11,00:36:26.715,,,,,,,,,,,,0
MSG,8,1,1,ABD971,1,2026/05/11,00:36:26.747,2026/05/11,00:36:26.770,,,,,,,,,,,,0
MSG,8,1,1,ABD971,1,2026/05/11,00:36:26.757,2026/05/11,00:36:26.770,,,,,,,,,,,,0
MSG,7,1,1,A1244B,1,2026/05/11,00:36:26.817,2026/05/11,00:36:26.824,,35000,,,,,,,,,,
MSG,8,1,1,C04394,1,2026/05/11,00:36:26.822,2026/05/11,00:36:26.824,,,,,,,,,,,,0
MSG,7,1,1,A41144,1,2026/05/11,00:36:26.845,2026/05/11,00:36:26.851,,34025,,,,,,,,,,
MSG,7,1,1,A42B45,1,2026/05/11,00:36:26.865,2026/05/11,00:36:26.879,,34050,,,,,,,,,,
MSG,8,1,1,A1244B,1,2026/05/11,00:36:26.882,2026/05/11,00:36:26.906,,,,,,,,,,,,0
MSG,8,1,1,A1244B,1,2026/05/11,00:36:26.893,2026/05/11,00:36:26.906,,,,,,,,,,,,0
MSG,4,1,1,A1244B,1,2026/05/11,00:36:26.929,2026/05/11,00:36:26.933,,,540,99,,,64,,,,,0
MSG,7,1,1,AA7426,1,2026/05/11,00:36:26.951,2026/05/11,00:36:26.960,,35000,,,,,,,,,,
MSG,8,1,1,A42B45,1,2026/05/11,00:36:26.973,2026/05/11,00:36:26.988,,,,,,,,,,,,0
MSG,8,1,1,A42B45,1,2026/05/11,00:36:26.983,2026/05/11,00:36:26.988,,,,,,,,,,,,0
MSG,4,1,1,A41144,1,2026/05/11,00:36:26.990,2026/05/11,00:36:27.015,,,368,292,,,-64,,,,,0
MSG,8,1,1,A42B45,1,2026/05/11,00:36:27.018,2026/05/11,00:36:27.042,,,,,,,,,,,,0
MSG,5,1,1,A53F20,1,2026/05/11,00:36:27.022,2026/05/11,00:36:27.042,,5375,,,,,,,0,,0,
MSG,5,1,1,A53F20,1,2026/05/11,00:36:27.023,2026/05/11,00:36:27.042,,5375,,,,,,,0,,0,
MSG,4,1,1,A42B45,1,2026/05/11,00:36:27.024,2026/05/11,00:36:27.042,,,363,303,,,0,,,,,0
MSG,7,1,1,A42B45,1,2026/05/11,00:36:27.024,2026/05/11,00:36:27.042,,34050,,,,,,,,,,
MSG,8,1,1,A42B45,1,2026/05/11,00:36:27.029,2026/05/11,00:36:27.042,,,,,,,,,,,,0
MSG,7,1,1,C04394,1,2026/05/11,00:36:27.036,2026/05/11,00:36:27.042,,33875,,,,,,,,,,
MSG,3,1,1,A42B45,1,2026/05/11,00:36:27.073,2026/05/11,00:36:27.097,,34050,,,41.057631,-81.530602,,,0,,0,0
MSG,4,1,1,AA7426,1,2026/05/11,00:36:27.155,2026/05/11,00:36:27.179,,,528,98,,,0,,,,,0
MSG,4,1,1,A39EF2,1,2026/05/11,00:36:27.167,2026/05/11,00:36:27.179,,,395,286,,,0,,,,,0
MSG,7,1,1,A1244B,1,2026/05/11,00:36:27.218,2026/05/11,00:36:27.234,,35000,,,,,,,,,,
